STATION,LATITUDE,LONGITUDE
59072099999,24.8,112.3666666
59082099999,24.6666666,113.6
59087099999,23.8833333,113.5166666
59096099999,24.3666666,114.4833333
59117099999,24.2833333,116.0666666
59278099999,23.05,112.4666666
59287099999,23.392436,113.298786
59293099999,23.8,114.7333333
59316099999,23.4,116.6833333
59456099999,22.35,110.9333333
59493099999,22.639258,113.810664
59501099999,22.7833333,115.3666666
59658099999,21.2166667,110.4
59663099999,21.8666666,111.9666666
